"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"Thailand",2736,NA,NA,375,13467,11336,NA,143462,228,205792,NA,1056832,127848,1531,605,26883,20605,190,3017,492031,11466,10475,57807,832,NA,NA,380256,24345,12762,449,NA,64922,20955,391007,NA,636,4682,103428,1883302,725245,2338,NA,6760,24000,3444,36378,788,399,4340,72844,104226,1679,176849,NA,504,NA,2730,NA,19152,2336,NA,1957,1114,NA,NA,124,2134,261690,250463,30474,624,NA,1084185,3827,1197,3716,2568524,60480,266,18132,5985,NA,594,1129,3268,NA,NA,358,19953,10830,563753,736206,NA,206755,133461,69030,202632,760242,250,15048007,12614,31633,16977,20542,5617,2014471,111158,4896,NA,56899,4426,6405,4068,8036,1206,5580,2114,2547549,42018,7041,4185,1987,117849,132,15870,3803,150470,338,2512,506196,NA,644,172793,316,2011,12984,119633,NA,737550,170,75697,21161,29740,2106,31321,528441,108330,22113,144657,2498,35237,602484,323,2495,635160,3347,18139,1053,3349335,4629,5048,244,184688,202876,32891,NA,3187,NA,35507,3610,398180,703705,10249,2602715,1743,12420,NA,NA,8370,176,4893,54716,854,756,1070418,74855,731392,4406,28127,6891729,10148,12665,139319,53674280,340966,5959,113229,16780
"Togo",NA,NA,NA,NA,850,NA,NA,1038,NA,NA,NA,801,1001,NA,NA,NA,NA,NA,NA,15894,NA,NA,NA,NA,NA,NA,2207,673,NA,NA,NA,NA,NA,4613,NA,NA,NA,119,78501,519,NA,NA,393,NA,NA,NA,NA,NA,NA,361,NA,NA,1244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,NA,NA,NA,NA,108903,NA,NA,NA,25168,NA,NA,1408,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,15994,7827,NA,147,NA,824,613,18062,NA,16819,NA,NA,NA,NA,NA,14584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178,NA,NA,NA,NA,NA,NA,2132,NA,NA,NA,NA,29554,NA,NA,NA,NA,NA,1142,856,NA,308,NA,5098,NA,NA,NA,NA,233,981,402,NA,NA,1944,1148,NA,NA,NA,NA,NA,NA,2808,114,NA,NA,3853,11147,NA,NA,NA,NA,NA,NA,1165,2511,NA,NA,NA,NA,NA,44080,NA,NA,1249,1143,NA,NA,18145,NA,142,NA,NA,18647,NA,777,NA,455552,NA,NA,NA,NA
"Trinidad Tbg",NA,NA,NA,NA,6993,NA,NA,7088,NA,NA,NA,9226,2189,NA,NA,NA,NA,NA,NA,9713,NA,NA,NA,NA,NA,NA,61139,140,NA,NA,NA,NA,NA,62699,NA,NA,NA,1159,9150,1245,NA,NA,69382,NA,NA,NA,NA,NA,NA,1225,NA,NA,2313,NA,748,NA,2999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,NA,NA,NA,NA,19794,NA,NA,NA,51783,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,3689,1796,NA,NA,NA,11937,1154,24664,NA,71901,NA,634,NA,NA,NA,19925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,996,NA,NA,NA,NA,12882,NA,1450,NA,NA,NA,NA,15926,NA,NA,7164,NA,NA,NA,1345,NA,NA,NA,112,NA,NA,NA,3641,301,1151,582,NA,NA,574,1828,NA,NA,NA,NA,NA,NA,2896,1109,187,NA,2224,12356,NA,NA,NA,NA,NA,NA,4111,5215,NA,NA,NA,NA,NA,2783,NA,NA,NA,1303,NA,NA,123227,NA,NA,NA,NA,665600,NA,210881,NA,1455593,NA,NA,NA,NA
"Tunisia",NA,NA,NA,NA,103586,NA,64574,60198,NA,NA,NA,3662,26733,NA,270,6203,2801,NA,NA,302690,158,295,NA,NA,208,NA,46656,10784,1145,NA,NA,NA,5437,46923,NA,1192,1502,4999,57912,12093,NA,NA,521,450,1257,21332,1912,11311,2570,14083,28344,763,23848,NA,799,NA,5488,NA,30622,NA,NA,NA,2259,NA,NA,108,168,44637,69739,19170,148,NA,1888262,1562,117,NA,898675,797,232,45741,NA,140,364,1153,261,234,NA,673,11562,NA,21030,10609,NA,4706,24382,10486,1319,1290313,506,158329,4899,2560,1026,NA,797,43629,6780,NA,NA,NA,118,3797,424,165360,NA,1684,1039,14613,4332,12027,1040,154,3701,NA,52604,895,163,444,180,158288,NA,NA,4548,NA,NA,214,20782,NA,1259,NA,4747,879,NA,769,167,890,32318,24333,2723,NA,22910,122152,113,NA,35577,2115,890,NA,10210,1996,2254,1180,1511,274119,7521,NA,118,NA,4232,456,79072,85121,21596,29471,NA,137,NA,9433,1828,315,NA,94884,NA,666,149043,22228,6981,1032,NA,340071,1567,487,632,7149218,184,6870,182,2861
"Turkey",297,NA,NA,2090,463902,NA,NA,136321,NA,324,NA,243385,404601,41582,1793,14459,20603,139,16646,949483,737,3108,3051,751,3666,NA,267132,304830,1125,604,NA,447,8766,204211,NA,994,231,31665,574601,118959,704,NA,7382,3203,3871,16558,13033,2358,8944,116363,165981,2165,154642,546,NA,NA,27310,NA,184669,333,758,9319,930,NA,NA,434,NA,296621,1094184,144888,NA,1129,2331463,20131,366,58830,5663151,8824,493,233868,NA,NA,1934,707,757,369,NA,2318,107212,1962,214057,117589,NA,582214,329306,179480,206184,3193996,1202,1463333,21944,146768,1700,1310,2520,712984,92536,3944,NA,436,3612,16340,11933,420144,37168,278,6359,214878,1392,13603,627,394,49386,299,55386,1098,1186,835,2162,1121015,NA,NA,58159,422,3049,21129,121559,NA,478,NA,71317,23651,143,891,14705,16907,92825,59949,11012,13426,356743,2017500,413,NA,1252012,766,341,596,98620,30523,32444,771,175250,846194,6331,NA,3562,NA,12046,188,710192,793957,240902,356869,6317,1776,21325,92382,1382,1411,51183,NA,72348,1058,1969210,703643,154364,6201,1232,3293275,63180,9860,8381,35942934,1467,42813,2184,10684
"Turkmenistan",NA,NA,NA,NA,NA,NA,NA,1427,NA,NA,NA,4037,3682,NA,NA,NA,NA,NA,NA,5159,NA,NA,NA,NA,NA,NA,554,3114,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,7166,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,8058,NA,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,NA,NA,NA,NA,27955,NA,NA,NA,52127,NA,NA,369,NA,NA,NA,NA,NA,NA,NA,NA,2686,NA,1635,892,NA,111465,NA,513,4990,24511,NA,12461,NA,25884,NA,NA,NA,8445,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,NA,NA,NA,NA,5698,NA,NA,NA,NA,NA,NA,4537,NA,NA,1766,NA,NA,NA,149,NA,1018,NA,4646,NA,NA,NA,NA,NA,6636,457,NA,NA,3228,122988,NA,NA,NA,NA,NA,NA,1808,1988,876,NA,NA,1387,NA,NA,NA,NA,NA,NA,1173,7135,NA,NA,NA,NA,NA,388,NA,NA,NA,74983,NA,NA,12557,NA,NA,NA,NA,76006,NA,NA,NA,483323,NA,NA,NA,NA
"Uganda",NA,NA,NA,NA,1448,NA,NA,NA,NA,NA,NA,712,2075,NA,NA,NA,NA,NA,NA,10979,NA,NA,NA,NA,NA,NA,646,214,NA,NA,NA,NA,NA,5230,NA,NA,NA,NA,8444,739,NA,NA,1379,NA,NA,NA,NA,NA,NA,417,NA,NA,4541,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,NA,NA,NA,NA,22571,NA,NA,NA,23908,NA,NA,516,NA,NA,NA,NA,NA,NA,NA,NA,277,NA,28199,1271,NA,121,NA,3254,2788,13792,NA,35856,NA,NA,NA,NA,NA,4049,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8103,NA,NA,228,NA,NA,NA,3512,NA,214,NA,5772,NA,NA,NA,502,NA,1571,393,NA,NA,835,2754,NA,NA,848,NA,NA,NA,4830,529,110,NA,22356,5381,NA,NA,NA,NA,NA,NA,4316,2124,NA,NA,NA,NA,NA,4439,NA,NA,144,1065,NA,NA,56906,NA,115,NA,NA,20232,NA,NA,NA,305106,NA,NA,NA,NA
"UK",6032,NA,NA,1235,312889,53682,NA,316201,708,323187,NA,1966847,1872028,8814,74259,63502,341722,42786,27061,12748284,60957,2390,7770,30328,2526,NA,1537390,124015,913,4434,NA,34964,49553,3977201,NA,306,1866,490297,3643725,6190296,77980,NA,268898,10174,233585,116050,59100,20868,244645,726978,258101,10288,3773910,600,40595,NA,40659,NA,387482,14485,4048,203433,23593,NA,NA,11553,123470,3503439,1335620,266540,2556,2384,24792435,7814,5240,5174,37635918,211802,10105,596844,8557,875,27138,3113,1759,119783,1411,32545,608334,413022,2130673,1386851,NA,176933,5977,10696866,1197171,13492202,228144,14448775,32813,79040,284759,11776,1038,2968574,279470,2476,NA,9358,361438,18916,3933,254576,249922,26481,27654,2750034,2469,128543,21409,496003,497017,7890,435024,4351,25282,9792,30341,18463324,152,10459,854823,7733,6598,259717,7029259,NA,135587,364,551382,10567,102879,5833,193835,981560,931190,2371897,23445,2102,274454,1778629,2679,162,1421178,12903,20647,11194,3282197,112939,155552,900,2404476,7253717,363102,540,160556,1636,12003,27098,6707545,8008236,108833,3349864,1884,40487,23086,1732729,3218,69402,96201,1402088,2011,18759,NA,50946,643352,87272,2386,33902120,11529,243132,239352,267422880,20041,53785,28687,195688
"Ukraine",NA,NA,NA,NA,2072,NA,NA,8071,NA,NA,NA,1621,129835,NA,NA,NA,NA,NA,NA,134661,NA,NA,NA,NA,NA,NA,52689,199321,NA,NA,NA,NA,NA,18492,NA,NA,NA,527,88036,799,NA,NA,2800,NA,NA,NA,NA,NA,NA,165434,NA,NA,53454,NA,NA,NA,2564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78687,NA,NA,NA,NA,228919,NA,NA,NA,1090171,NA,NA,71012,NA,NA,NA,NA,NA,NA,NA,NA,199373,NA,60856,10883,NA,44660,NA,17382,44798,330975,NA,53350,NA,208870,NA,NA,NA,85860,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10330,NA,NA,NA,NA,1115,NA,1207,NA,NA,NA,NA,136242,NA,NA,485,NA,NA,NA,26303,NA,1519,NA,2109,NA,NA,NA,110,1086,659163,6535,NA,NA,55824,5893443,NA,NA,574,NA,NA,NA,29736,175176,25841,NA,4179,50100,NA,NA,NA,NA,NA,NA,66793,59648,NA,NA,NA,NA,NA,10712,NA,NA,1916,185247,NA,NA,195200,NA,NA,NA,NA,288962,NA,NA,NA,8264068,NA,NA,NA,NA
"Untd Arab Em",589,NA,NA,111,754,NA,NA,26153,NA,NA,NA,280858,81090,NA,NA,94078,7332,NA,NA,276780,NA,NA,NA,729,354,NA,108598,3657,NA,NA,NA,384,232,112988,NA,NA,NA,35173,1506915,285057,830,NA,660,NA,1668,3042,4490,790,7552,60182,10452,460,107942,358,105,NA,802,NA,33648,NA,NA,178,NA,NA,NA,NA,NA,145018,4586,23851,NA,NA,987558,NA,NA,NA,1430927,2976,NA,36526,NA,NA,7568,NA,NA,NA,NA,353,12576,NA,1209427,499938,NA,283680,367,81339,598,1124701,NA,2212051,32302,5012,9934,NA,279,1145020,64947,NA,NA,NA,NA,33549,177,515,336,327,NA,405581,NA,3482,NA,966,29831,NA,4479,487,6839,371,NA,380287,NA,NA,41247,222,NA,913,42077,NA,1253954,NA,274995,400,228,184,7023,72254,28889,13246,93131,NA,29458,115167,302,NA,512197,928,NA,NA,383355,6845,10295,20014,74836,199000,57371,NA,165,NA,3504,NA,169340,290180,16986,617631,560,4898,1115,456500,NA,NA,5066,180590,NA,840,1583774,555,NA,1107,NA,1881060,NA,2691,11798,21115968,3759,14872,274,2130
"Uruguay",NA,NA,NA,NA,NA,NA,NA,649826,NA,NA,NA,6322,5502,NA,NA,NA,NA,NA,NA,14916,NA,NA,NA,NA,NA,NA,703182,699,NA,NA,NA,NA,NA,15879,NA,NA,NA,45858,75384,1965,NA,NA,4653,NA,NA,NA,NA,NA,NA,3073,NA,NA,9618,NA,2472,NA,10437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4523,NA,NA,NA,NA,144784,NA,NA,NA,102633,NA,NA,3769,NA,NA,NA,NA,NA,NA,NA,NA,2260,NA,14951,9460,NA,716,NA,3799,9924,174648,NA,88444,NA,NA,NA,NA,NA,76360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19949,NA,NA,NA,NA,74483,NA,2562,NA,NA,NA,NA,20677,NA,NA,2966,NA,NA,40965,804,NA,NA,NA,1344,NA,NA,NA,3137,1407,3058,4098,934,NA,1386,13119,NA,NA,185,NA,NA,NA,19496,911,1048,NA,6246,133871,NA,NA,NA,NA,NA,NA,13834,32987,NA,NA,NA,NA,NA,8856,NA,NA,793,4377,NA,NA,80908,NA,NA,NA,NA,355778,NA,42161,NA,2999914,NA,NA,NA,NA
"US NES",NA,NA,NA,NA,1460,NA,NA,1677,NA,NA,NA,29246,256,NA,NA,NA,NA,NA,NA,739,NA,NA,NA,NA,NA,NA,4327,NA,NA,NA,NA,NA,NA,2038,NA,NA,NA,1773,1193,47218,NA,NA,188,NA,NA,NA,NA,NA,NA,165,NA,NA,1505,NA,NA,NA,4522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,NA,NA,NA,NA,22869,NA,NA,NA,44873,NA,NA,1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,13204,NA,NA,NA,322,142,28340,NA,330467,NA,NA,NA,NA,NA,129934,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,NA,NA,NA,NA,7343,NA,NA,NA,NA,NA,NA,1305,NA,NA,21545,NA,NA,16931,348,NA,NA,NA,406,NA,NA,NA,101,20154,5204,680,NA,NA,7488,1424,NA,NA,102,NA,NA,NA,197366,3132,NA,NA,635,1941,NA,NA,NA,NA,NA,NA,3989,13311,NA,NA,NA,NA,NA,6526,NA,NA,NA,7107,NA,NA,14679,NA,NA,NA,NA,66896,NA,NA,NA,1020796,NA,NA,NA,NA
"USA",7417,NA,NA,8565,2061313,2560115,NA,2108456,7208,132895,NA,4593533,2169431,9078,284846,161032,1472055,38358,68662,7284365,67576,12888,17996,227601,9319,NA,9864688,175322,1333,8800,NA,252631,88424,153226991,NA,1355,3655,2403534,56187200,10562925,945518,NA,4509604,432546,2368601,305343,95910,454,19575,589840,201548,247835,2253212,373,3549070,NA,1954264,NA,630856,1030249,43276,142175,34471,NA,NA,816,100859,2259283,896386,715231,5926,3156,20193926,1524735,2527,13244,40858578,180742,4544,493696,9834,4470,1773136,134272,1253,126310,200698,1815802,1035904,251168,6786267,7953878,NA,48275,2473266,6083424,6917811,18227648,780158,120652294,26852,150531,101509,5942,129,24409946,1504836,3466,NA,11487,124627,47181,17652,NA,58274,70326,67355,16302670,4014,208070,4903,231124,72739118,41172,284142,22434,144497,136040,1103132,7111522,NA,56067,1641665,311861,7608,5905822,3267151,NA,290344,NA,1381949,336641,86339,49989,1375146,8572857,686501,1093614,181534,56019,275944,4280384,4573,3233,9952155,7701,5246,31299,16704715,155907,268220,1451,2752822,4346950,1413378,1079,100684,3372,15152,89329,6712764,7866216,70519,31241741,25904,23030,131378,11730949,7725,1219733,63288,1992114,5530,21915,29899452,480280,735434,245967,29752,285,36892,11473951,447437,809565572,93183,61004,47468,122267
"Uzbekistan",NA,NA,NA,NA,NA,NA,NA,681,NA,NA,NA,5132,12592,NA,NA,NA,NA,NA,NA,15305,NA,NA,NA,NA,NA,NA,9367,6038,NA,NA,NA,NA,NA,9023,NA,NA,NA,NA,42571,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,19356,NA,NA,6581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9340,NA,NA,NA,NA,66016,NA,NA,NA,263516,NA,NA,2367,NA,NA,NA,NA,NA,NA,NA,NA,27190,NA,8093,393,NA,67556,NA,2988,9836,36587,NA,50677,NA,132031,NA,NA,NA,295036,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3193,NA,NA,NA,NA,3024,NA,NA,NA,NA,NA,NA,25017,NA,NA,1185,NA,NA,NA,2339,NA,443,NA,20404,NA,NA,NA,NA,161,30484,199,NA,NA,4821,598640,NA,NA,NA,NA,NA,NA,2879,6060,2006,NA,866,2547,NA,NA,NA,NA,NA,NA,8118,15516,NA,NA,NA,NA,NA,7586,NA,NA,6863,133472,NA,NA,46970,NA,NA,NA,NA,166261,NA,NA,NA,1776788,NA,NA,NA,NA
"Venezuela",NA,NA,NA,183,4722,NA,6216,247922,NA,NA,NA,7334,19405,NA,1802,NA,182,3364,NA,136011,748,223,551,14877,NA,NA,477459,950,19770,NA,NA,164,717,349622,NA,NA,NA,120383,50118,95633,NA,NA,659477,NA,9598,302,163,6311,1526,1655,2904,NA,29206,NA,4122,NA,36955,NA,3138,5475,NA,962,NA,NA,NA,NA,NA,29658,16641,1757,NA,502,253529,732,NA,NA,584070,NA,NA,1295,NA,199,16950,NA,NA,3374,115,628,806,245,15155,16054,NA,547,338,15203,16424,572104,7694,571178,NA,871,193,135,2760,139802,NA,NA,NA,NA,1734,2212,4130,1928,877,NA,1078,12324,2703,574,NA,NA,373576,NA,1728,3568,NA,NA,100163,154609,NA,1975,54371,2531,NA,13896,15168,NA,NA,NA,2178,176059,236,28765,102248,1369,12864,8421,2483,NA,8744,13840,NA,NA,2317,NA,NA,NA,23276,384,964,NA,28011,264050,200,NA,5525,NA,NA,448,62882,86188,434,123130,NA,253,NA,4822,528,33121,2593,8076,NA,191,251367,6089,1120,20497,1086,5108059,NA,NA,2220,11648693,NA,734,NA,NA
"Viet Nam",NA,NA,NA,NA,190,NA,NA,12344,NA,NA,NA,104706,17230,NA,NA,NA,NA,NA,NA,44226,NA,NA,NA,NA,NA,NA,7882,2172,NA,NA,NA,NA,NA,24419,NA,NA,NA,2667,685606,68290,NA,NA,NA,NA,NA,NA,NA,NA,NA,9026,NA,NA,26068,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15111,NA,NA,NA,NA,324279,NA,NA,NA,202481,NA,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,11201,NA,82095,284115,NA,2916,NA,5501,8340,93246,NA,1017376,NA,4561,NA,NA,NA,1112091,4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247102,NA,NA,NA,NA,1500,NA,1676,NA,NA,NA,NA,26303,NA,NA,31315,NA,NA,500,3772,NA,762,NA,9777,NA,NA,NA,1874,70705,15190,1640,7213,NA,4726,185150,NA,NA,135372,NA,NA,NA,1368387,1819,446,NA,3075,18753,NA,NA,NA,NA,NA,NA,34450,34712,NA,NA,NA,NA,NA,400814,NA,NA,3475,13551,NA,NA,79515,NA,NA,NA,NA,203342,NA,NA,NA,6749456,NA,NA,NA,NA
"World",107051,61578,8048,206042,13517025,4370474,2279918,21108901,109562,2776722,1630,60065758,50100255,396963,753030,2277817,3878993,112805,3238902,137135859,222916,194644,323197,827944,360173,559,49244033,3624026,140366,104970,205,528622,1965434,195586435,NA,162946,102397,14932558,239123755,52778249,2065503,NA,10624979,1444931,3996115,3244518,3031031,1161656,828747,21010035,9842392,1684855,43917970,9788,4709076,546,4991720,21937,5546806,1376379,315027,1860849,380958,NA,10470,49072,582514,35664743,44471892,12483158,91874,30975,264700659,2757153,139118,230203,476271209,1329300,67598,9880329,444436,151168,2571630,694812,71387,455037,235200,2389158,16459383,1897841,32750796,52027015,NA,24340673,3664335,46242602,20021157,206266251,1761470,431230060,773157,5057790,1211677,225786,886626,115719664,20087016,249210,441,196860,1926550,509062,886821,9707771,1949470,588490,429649,77971970,245392,1630167,521214,1446684,90301532,297947,7000099,260490,1111244,413369,1864473,175656710,58108,640451,13266179,509865,273206,14943317,43086859,5519,8779345,96499,7894409,2226938,2255320,1061690,5079117,24734044,21778946,21115434,6087951,637181,7166694,67125392,75312,50508,78325842,478567,107692,203691,80891090,7065245,7491088,87772,30218837,87279016,3464446,5110,507250,13538,548323,463133,71985253,85868593,3008981,116610856,240692,528325,1075025,52527261,229900,1793164,5308466,22161990,461022,395012,239971217,7294364,23623392,2410167,270790,625679489,1640494,20383055,7032198,4974292552,1822539,1332529,950402,1553195
"Yemen",NA,NA,NA,NA,NA,NA,NA,11955,NA,NA,NA,15956,5595,NA,NA,NA,NA,NA,NA,38378,NA,NA,NA,NA,NA,NA,57799,1204,NA,NA,NA,NA,NA,9404,NA,NA,NA,708,102251,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,5484,NA,NA,23135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5543,NA,NA,NA,NA,158772,NA,NA,NA,73072,NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,4973,NA,55787,48471,NA,3177,NA,7858,NA,102750,NA,88748,NA,803,NA,NA,NA,42194,2430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75046,NA,NA,NA,NA,5583,NA,804,NA,NA,NA,NA,46025,NA,NA,9974,NA,NA,NA,948,NA,123952,NA,21955,NA,NA,NA,471,370,8713,1270,5134,NA,7232,9476,NA,NA,48748,NA,NA,NA,21371,412,910,NA,1440,12388,NA,NA,NA,NA,NA,NA,15851,13182,NA,NA,NA,NA,NA,68362,NA,NA,553,72207,NA,NA,103228,NA,29946,NA,NA,210096,NA,149,NA,1710701,NA,NA,NA,NA
"Yugoslavia",685,NA,NA,1219,11321,NA,550,13499,1160,NA,NA,7383,32042,1659,3125,8496,1036,NA,10920,18678,NA,NA,NA,NA,224449,NA,40987,123211,NA,NA,NA,NA,804,13074,NA,NA,592,4718,37067,3920,NA,NA,4760,231,3517,2426,21543,11426,29644,20992,122734,284,10071,NA,NA,NA,21086,NA,4572,NA,NA,310,NA,NA,NA,NA,140,3396,NA,NA,NA,NA,37058,NA,NA,159,123052,2933,115,67425,NA,NA,194,652,NA,287,NA,264,27685,332,9667,12623,NA,24956,23630,10742,6065,73539,NA,35106,2851,1838,290,162,509,12026,137,162,NA,NA,926,165,490,34784,340,192,NA,6910,NA,1628,3536,NA,1724,664,4371,NA,NA,NA,146,32166,NA,NA,510,370,NA,781,5613,NA,324,NA,614,1678,NA,2376,15871,920,20546,1156,NA,137,51850,271394,NA,NA,3969,NA,294,546,3819,13169,65843,105,8519,9527,3568,NA,1228,NA,306,121,27980,35846,5533,6859,814,396,199488,2141,NA,NA,1058,28907,749,1586,35310,54153,218,465,208,55825,6617,4680,1502,1716637,NA,NA,NA,498
"Zambia",NA,NA,NA,NA,NA,NA,NA,4676,NA,NA,NA,780,2141,NA,NA,NA,NA,NA,NA,5982,NA,NA,NA,NA,NA,NA,553,NA,NA,NA,NA,NA,NA,7656,NA,NA,NA,851,11142,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,4993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13393,NA,NA,NA,NA,13349,NA,NA,NA,23993,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,23516,829,NA,101,NA,3839,3327,9248,NA,36728,NA,NA,NA,NA,NA,2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,9135,NA,NA,327,NA,NA,NA,1622,NA,24355,NA,7662,NA,NA,NA,856,NA,398,266,9447,NA,531,658,NA,NA,888,NA,NA,NA,1858,314,521,NA,399178,1416,NA,NA,NA,NA,NA,NA,8052,3480,NA,NA,NA,NA,NA,1231,NA,NA,128,622,NA,NA,67109,NA,NA,NA,NA,33760,NA,NA,NA,681530,NA,NA,NA,NA
"Zimbabwe",NA,NA,NA,NA,NA,NA,NA,9013,NA,NA,NA,5736,7970,NA,NA,NA,NA,NA,NA,18695,NA,NA,NA,NA,NA,NA,10430,NA,NA,NA,NA,NA,NA,7238,NA,NA,NA,679,26419,1453,NA,NA,103,NA,NA,NA,NA,NA,NA,956,NA,NA,8675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13462,NA,NA,NA,NA,46858,NA,NA,NA,79082,NA,NA,1069,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,11624,2330,NA,498,NA,4496,16297,35724,NA,85441,NA,NA,NA,NA,NA,19551,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3557,NA,NA,NA,NA,288,NA,112,NA,NA,NA,NA,25314,NA,NA,1256,NA,NA,NA,3188,NA,NA,NA,2790,NA,NA,NA,NA,152,785,7056,3569,NA,787,12903,NA,NA,1842,NA,NA,NA,9518,215,436,NA,865498,9341,NA,NA,NA,NA,NA,NA,14488,19627,NA,NA,NA,NA,NA,3040,NA,NA,NA,950,NA,NA,121392,NA,NA,NA,NA,84413,NA,137,NA,1479296,NA,NA,NA,NA
