"","Afghanistan","Afr.Other NS","Africa N.NES","Albania","Algeria","Angola","Areas NES","Argentina","Armenia","Asia NES","Asia West NS","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium-Lux","Belize","Benin","Bermuda","Bolivia","Bosnia Herzg","Br.Antr.Terr","Brazil","Bulgaria","Burkina Faso","Burundi","CACM NES","Cambodia","Cameroon","Canada","Carib. NES","Cent.Afr.Rep","Chad","Chile","China","China HK SAR","China MC SAR","China SC","Colombia","Congo","Costa Rica","Cote Divoire","Croatia","Cuba","Cyprus","Czech Rep","Czechoslovak","Dem.Rp.Congo","Denmark","Djibouti","Dominican Rp","E Europe NES","Ecuador","EEC NES","Egypt","El Salvador","Eq.Guinea","Estonia","Ethiopia","Eur. EFTA NS","Eur.Other NE","Falkland Is","Fiji","Finland","Fm USSR","Fm Yugoslav","Fr Ind O","Fr.Guiana","France,Monac","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Guadeloupe","Guatemala","Guinea","GuineaBissau","Guyana","Haiti","Honduras","Hungary","Iceland","India","Indonesia","Int Org","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea D P Rp","Korea Rep.","Kuwait","Kyrgyzstan","LAIA NES","Lao P.Dem.R","Latvia","Lebanon","Liberia","Libya","Lithuania","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Mongolia","Morocco","Mozambique","Myanmar","Nepal","Neth.Ant.Aru","Netherlands","Neutral Zone","New Calednia","New Zealand","Nicaragua","Niger","Nigeria","Norway","Occ.Pal.Terr","Oman","Oth.Oceania","Pakistan","Panama","Papua N.Guin","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Rep Moldova","Romania","Russian Fed","Rwanda","Samoa","Saudi Arabia","Senegal","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Somalia","South Africa","Spain","Sri Lanka","St.Helena","St.Kt-Nev-An","St.Pierre Mq","Sudan","Suriname","Sweden","Switz.Liecht","Syria","Taiwan","Tajikistan","Tanzania","TFYR Macedna","Thailand","Togo","Trinidad Tbg","Tunisia","Turkey","Turkmenistan","Uganda","UK","Ukraine","Untd Arab Em","Uruguay","US NES","USA","Uzbekistan","Venezuela","Viet Nam","World","Yemen","Yugoslavia","Zambia","Zimbabwe"
"GuineaBissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424,774,NA,NA,NA,NA,NA,NA,10766,NA,NA,NA,NA,NA,NA,5598,342,NA,NA,NA,NA,NA,1200,NA,NA,NA,NA,3292,NA,NA,NA,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,NA,NA,NA,NA,16821,NA,NA,NA,10823,NA,NA,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26609,910,NA,NA,NA,2387,710,11911,NA,8765,NA,NA,NA,NA,NA,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,NA,NA,NA,NA,2649,NA,NA,NA,NA,NA,NA,18608,NA,NA,NA,NA,NA,NA,1827,NA,NA,NA,3130,NA,NA,NA,NA,969,NA,122367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,NA,NA,NA,2363,20343,NA,NA,NA,NA,NA,NA,2625,1591,NA,NA,NA,NA,NA,22707,NA,NA,1091,2387,NA,NA,10015,NA,NA,NA,NA,20148,NA,NA,NA,329240,NA,NA,NA,NA
"Guyana",NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,1791,3131,NA,NA,NA,NA,NA,NA,9455,NA,NA,NA,NA,NA,NA,5586,NA,NA,NA,NA,NA,NA,119801,NA,NA,NA,703,6187,1237,NA,NA,2437,NA,NA,NA,NA,NA,NA,1104,NA,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5332,NA,NA,NA,NA,17055,NA,NA,NA,18772,NA,NA,1329,NA,NA,NA,NA,NA,NA,NA,NA,1656,NA,1824,910,NA,NA,NA,926,NA,7700,NA,26627,NA,NA,NA,NA,NA,7123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2219,NA,NA,NA,NA,1753,NA,562,NA,NA,NA,NA,20530,NA,NA,3216,NA,NA,NA,1486,NA,NA,NA,698,NA,NA,NA,482,614,1048,15261,NA,NA,3579,NA,NA,NA,2396,NA,NA,NA,2579,629,NA,NA,890,3198,NA,NA,NA,NA,NA,NA,2226,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,NA,NA,153225,NA,NA,NA,NA,240773,NA,9183,NA,673609,NA,NA,NA,NA
"Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,NA,NA,NA,10921,NA,NA,NA,NA,NA,NA,6242,NA,NA,NA,NA,NA,NA,17168,NA,NA,NA,NA,NA,747,NA,NA,13983,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100,NA,NA,NA,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29438,NA,NA,NA,17322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,982,NA,9797,NA,22036,NA,NA,NA,NA,NA,9282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9271,NA,385,NA,NA,NA,NA,14425,NA,NA,NA,NA,NA,NA,1403,NA,NA,NA,NA,NA,NA,NA,NA,2761,NA,309,NA,NA,NA,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6312,NA,NA,NA,NA,NA,NA,686,3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13514,NA,NA,NA,NA,599545,NA,9197,NA,805765,NA,NA,NA,NA
"Honduras",NA,NA,NA,NA,NA,NA,NA,5562,NA,NA,NA,2010,15319,NA,NA,NA,NA,NA,NA,39305,NA,NA,NA,NA,NA,NA,25979,3041,NA,NA,NA,NA,NA,42011,NA,NA,NA,4667,32367,4948,NA,NA,18017,NA,NA,NA,NA,NA,NA,6290,NA,NA,5671,NA,NA,NA,3581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10587,NA,NA,NA,NA,43286,NA,NA,NA,137006,NA,NA,5881,NA,NA,NA,NA,NA,NA,NA,NA,1535,NA,4305,7399,NA,NA,NA,9976,3682,42999,NA,206364,NA,726,NA,NA,NA,113921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6739,NA,NA,NA,NA,104679,NA,1513,NA,NA,NA,NA,38810,NA,NA,863,NA,NA,NA,3646,NA,NA,NA,2264,NA,NA,NA,3169,656,5427,8136,NA,NA,1839,13659,NA,NA,1440,NA,NA,NA,20144,5282,NA,NA,2048,82895,NA,NA,NA,NA,NA,NA,10542,35426,NA,NA,NA,NA,NA,3153,NA,NA,NA,5532,NA,NA,48396,NA,NA,NA,NA,3217135,NA,15829,NA,4271617,NA,NA,NA,NA
"Hungary",1714,NA,NA,9233,34548,11559,NA,31451,NA,NA,NA,38991,3421432,3668,1139,1154,5855,352,82053,905582,NA,349,545,506,81579,NA,212299,58185,NA,NA,NA,3085,3999,96564,NA,NA,NA,6424,320875,61355,945,NA,14711,NA,6156,7256,204944,2154,15607,764983,681358,NA,177080,NA,992,NA,8880,NA,38519,644,NA,16112,3692,NA,NA,NA,NA,304879,NA,NA,NA,NA,1581657,661,NA,4721,10361831,2019,NA,121225,NA,NA,1231,2804,NA,1656,NA,1535,NA,1680,64202,66074,NA,47531,5858,200062,79194,2569122,2623,857490,7319,43280,1932,NA,1470,233764,NA,2210,NA,1267,19776,22469,NA,26551,77647,1207,NA,107907,659,5027,NA,415,91571,1878,16679,1144,1775,510,NA,1075791,NA,NA,3756,1223,NA,4225,69817,NA,966,NA,28837,2132,365,2112,20052,40168,725170,70636,NA,19605,447912,2658016,955,NA,27820,613,2365,3177,250821,606741,339215,NA,33181,541819,4663,NA,1184,NA,2076,1948,433261,594650,22933,224152,6181,5635,28720,101395,662,NA,15133,164729,4041,24816,1201428,444192,13141,3321,NA,1691595,43648,1591,24833,35067125,5265,65620,776,6007
"Iceland",NA,NA,NA,NA,NA,NA,NA,915,NA,NA,NA,3085,16210,NA,NA,NA,NA,NA,NA,57282,NA,NA,NA,NA,NA,NA,8714,711,NA,NA,NA,NA,NA,52256,NA,NA,NA,5139,9698,2240,NA,NA,699,NA,NA,NA,NA,NA,NA,5731,NA,NA,300448,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41182,NA,NA,NA,NA,188460,NA,NA,NA,449981,NA,NA,10345,NA,NA,NA,NA,NA,NA,NA,NA,1680,NA,2942,1249,NA,NA,NA,24786,3922,54792,NA,297698,NA,7797,NA,NA,NA,22317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,NA,NA,NA,NA,1308,NA,713,NA,NA,NA,NA,180878,NA,NA,1605,NA,NA,16603,253966,NA,NA,NA,2532,NA,NA,NA,NA,889,13167,65766,NA,NA,1587,28558,NA,NA,NA,NA,NA,NA,963,708,1154,NA,9219,96014,NA,NA,NA,NA,NA,NA,155232,62672,NA,NA,NA,NA,NA,14862,NA,NA,NA,4633,NA,NA,613580,NA,NA,NA,NA,425879,NA,5026,NA,3483021,NA,NA,NA,NA
"India",31667,NA,NA,723,24238,NA,NA,223288,673,25220,NA,1417711,232109,3448,1797,506825,719335,NA,6201,3306319,NA,26903,15668,954,NA,NA,386291,25862,8940,2424,NA,4718,9601,793896,NA,1427,NA,89719,1307353,2021144,NA,NA,45940,14130,1315,57863,7040,5388,22905,106595,94309,48026,298976,7926,3512,NA,6711,NA,321759,1413,NA,3474,35587,NA,NA,NA,9429,194010,2158835,87929,2454,NA,1679972,5683,8419,NA,4397223,39768,543,96799,NA,1619,4491,6645,26609,1824,NA,4305,64202,2942,NA,878657,NA,811896,147826,103372,492192,1862211,4067,4495710,243125,31595,132019,3400,79820,1512388,1831437,7983,NA,NA,15271,16256,18802,56990,5165,6121,11959,1444534,10636,17679,3546,122007,213884,1261,365900,38461,173439,192158,NA,1023104,NA,2703,137532,762,NA,1227104,144905,NA,159354,NA,187741,37755,4512,5423,34117,180042,171911,117828,148418,1320,77030,1346908,NA,1383,2775157,75136,3233,4557,1996266,28855,31359,14292,701897,625430,398822,NA,2653,NA,36064,1935,403142,1627604,48640,751352,3228,140264,4068,734462,22072,5536,140002,281117,4887,29111,4088382,236419,2910235,17174,NA,9914186,13858,22184,108832,66660049,100226,15492,85556,24717
"Indonesia",6755,102525,16309,2146,110895,NA,96739,207017,4170,49521,2094,3046782,322380,3700,511,34659,135706,999,1429,887571,684,13853,3942,897,1088,NA,445031,32203,8020,408,NA,50889,6404,1004434,NA,2279,1052,225285,3548866,1645995,8570,NA,28736,9798,6395,31247,2617,4264,16007,63647,87099,4337,266052,NA,17658,NA,8575,NA,193871,NA,432,2000,10615,NA,19170,1084,11671,289377,86130,28895,1105,NA,1681236,3016,3747,7319,4140847,19775,NA,112029,NA,NA,4833,6226,910,910,NA,7399,66074,1249,878657,7788,NA,326388,48470,94369,16051,1462501,10957,19917049,92177,4304,30391,8694,20949,5318607,323547,1382,NA,1326,1591,27716,7692,29386,1413,13269,1497,1913582,8067,2344,9704,26652,289353,NA,47199,7469,93820,NA,31160,1526701,NA,7854,273245,2039,5770,160680,114775,1001,28645,17390,247354,140699,42039,5561,44277,617489,161995,43588,33143,506,34744,287833,928,386,1177907,6989,2809,816,6872382,25832,26080,3574,248842,1023109,115882,NA,6338,NA,17097,1667,431501,366635,48052,3352071,NA,35034,NA,1415189,13085,3019,25529,158162,1872,2720,2172164,64814,558941,10861,23992,11856064,12827,23074,487307,84249363,58161,15854,9200,21276
"Int Org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran",16297,NA,NA,NA,25061,NA,16577680,407806,67717,NA,NA,248518,340505,208135,NA,27538,47598,NA,NA,688308,NA,NA,NA,NA,NA,NA,767127,61207,NA,1182,NA,NA,NA,523659,NA,1395,NA,22156,885361,22980,NA,NA,4401,NA,NA,456,NA,NA,7690,57664,NA,NA,106710,NA,NA,NA,9599,24000,14711,NA,NA,NA,3078,NA,14414,NA,NA,92242,NA,NA,NA,NA,1805397,NA,NA,16569,2853197,768,NA,639420,NA,NA,NA,7563,NA,NA,NA,NA,47531,NA,811896,326388,NA,NA,103407,26617,NA,2693798,NA,4316391,16519,130473,3603,NA,NA,2022847,76243,29693,NA,NA,386,17265,NA,NA,3541,NA,NA,127475,NA,1925,NA,NA,36637,NA,195737,NA,NA,1079,NA,1127307,NA,NA,75774,NA,NA,NA,24303,NA,108917,NA,236699,NA,NA,6382,33719,387413,193144,244593,42888,NA,307680,648866,NA,NA,89011,17405,NA,2126,719951,9967,45356,NA,855056,954479,23828,NA,NA,NA,10724,NA,459694,355233,26052,583338,26770,942,1628,375813,10571,NA,33134,884755,120087,NA,790738,158270,728841,38155,NA,318009,94070,4835,24718,37386071,NA,37263,NA,2355
"Iraq",NA,NA,NA,NA,15894,NA,NA,NA,NA,NA,NA,81302,166592,NA,NA,NA,NA,NA,NA,22640,NA,NA,NA,NA,NA,NA,105034,35652,NA,NA,NA,NA,NA,154742,NA,NA,NA,NA,175536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7430,NA,NA,6985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979776,NA,NA,NA,64295,NA,NA,81574,NA,NA,NA,NA,NA,NA,NA,NA,5858,NA,147826,48470,NA,103407,NA,2614,NA,490937,NA,230785,NA,NA,NA,NA,NA,189301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,NA,234969,NA,NA,NA,NA,590253,NA,NA,NA,NA,NA,614,NA,NA,NA,NA,10717,NA,NA,NA,NA,17839,NA,109579,NA,NA,29965,NA,NA,NA,NA,NA,NA,NA,260554,NA,1147,NA,22709,719422,NA,NA,NA,NA,NA,NA,4619,27052,NA,NA,NA,NA,NA,168900,NA,NA,33182,453481,NA,NA,36173,NA,NA,NA,NA,2496165,NA,NA,NA,4356971,NA,NA,NA,NA
"Ireland",1177,NA,NA,1863,30019,3441,NA,73335,2541,1641,NA,416912,410259,2384,6857,11054,12990,3979,4029,2743461,4937,2869,3419,2300,1844,NA,215291,12429,1655,826,NA,6979,10536,748883,NA,1612,1625,49562,527190,393443,6487,NA,70597,2852,27323,35475,30080,3970,35018,179742,41678,12264,706733,868,9984,NA,7969,NA,172632,4041,NA,14648,6342,NA,NA,NA,964,468473,192064,39209,1894,NA,5355522,5397,NA,1014,8568989,49153,2617,226410,914,NA,11061,87347,2387,926,982,9976,200062,24786,103372,94369,NA,26617,2614,NA,283881,2743547,7649,4086104,14251,10761,24037,631,34864,835173,41207,NA,NA,1390,26271,32725,NA,28703,12735,1581,1173,791355,10980,25155,3300,10488,282797,NA,63204,3152,1633,1187,3067,3135666,NA,NA,60692,2050,2125,58406,857728,NA,12678,NA,44395,11653,2602,9583,18060,231596,235534,288408,8928,1314,32998,535520,1399,NA,180142,11774,1222,2796,1548527,33232,29895,8153,270599,1694750,23054,NA,5467,NA,7787,454,1124073,1239898,6974,621401,1096,6117,4809,215369,1551,12460,26388,246015,1887,3585,22985476,19288,92699,5326,1824,11693355,4590,18524,18561,80086093,8010,21968,4632,11509
"Israel",NA,NA,NA,NA,NA,NA,NA,132148,7002,NA,NA,272659,197922,2159,618,NA,NA,504,5961,4346443,NA,NA,2793,4836,2256,NA,249028,33223,NA,NA,NA,1465,5807,415546,NA,900,NA,48934,315387,1083626,749,NA,108561,1427,14693,8209,9629,NA,112825,77123,94370,1341,193967,11182,NA,NA,13922,NA,371096,3123,NA,9999,13822,NA,NA,NA,NA,229635,638212,44777,NA,NA,1837973,21751,NA,4344,3631703,5577,7707,221244,NA,NA,11071,2724,710,NA,NA,3682,79194,3922,492192,16051,NA,NA,NA,283881,NA,2350838,4767,1932764,29171,678557,39587,NA,NA,645429,NA,NA,NA,NA,12924,NA,7525,NA,4312,NA,NA,NA,1076,12368,NA,3308,159473,NA,8039,NA,3192,1369,NA,1624136,NA,NA,29601,2076,1111,22431,161442,NA,562,11376,NA,19004,1337,4078,14206,166588,105936,137412,NA,8008,152012,1058564,NA,NA,NA,NA,NA,NA,390018,17436,35852,NA,565441,794799,35055,NA,718,NA,NA,NA,404417,1856372,NA,517293,1282,3136,3721,370420,1030,1886,2574,453784,6782,3918,3334736,94336,743,73785,NA,11871312,10666,21018,16560,45993035,NA,12173,NA,23605
"Italy",3527,NA,NA,358085,3629197,129335,NA,1945391,13275,37769,NA,2563240,9676866,94119,307989,114279,315344,3507,144348,15406775,7800,39793,66331,42062,240911,NA,4224493,778003,28713,7407,NA,10511,435862,3612485,NA,8359,3961,1008001,6561507,3175698,33420,NA,520457,217832,150842,377891,2018032,162374,357181,2166412,1142127,93858,3528916,24922,107079,NA,281192,NA,2360607,37461,7964,84316,194830,NA,NA,4816,2527,2344985,6917399,4714312,30461,49654,52431902,59261,7514,53951,73464520,235346,81087,5473324,1796,68301,101677,48646,11911,7700,9797,42999,2569122,54792,1862211,1462501,NA,2693798,490937,2743547,2350838,NA,55763,9742896,229821,285198,131258,10370,21052,3049830,490397,9078,NA,9268,101720,720218,249433,4963568,182554,41502,9295,1305995,37743,1174582,107249,108811,1474105,20281,898064,33703,26354,11088,185789,16443220,NA,51151,470706,15309,7701,802837,1893637,NA,120127,2268,540946,558642,19060,96882,357868,373517,4087789,3555232,185290,62150,2597849,7861903,8436,NA,3081769,134614,27835,8171,1955592,1222573,2440885,24187,3362239,18903382,118028,NA,85991,6180,101321,5724,4839605,15497954,916028,2637824,39826,61128,376775,1457605,27875,45880,2272964,4611615,97870,40237,25560643,936491,1231838,253363,34544,28247420,197171,773796,238916,403754273,130602,387459,31747,133651
"Jamaica",NA,NA,NA,NA,NA,NA,NA,6885,NA,NA,NA,13233,2540,NA,NA,NA,NA,NA,NA,36001,NA,NA,NA,NA,NA,NA,146264,NA,NA,NA,NA,NA,NA,220073,NA,NA,NA,2506,36080,9394,NA,NA,13368,NA,NA,NA,NA,NA,NA,399,NA,NA,27387,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6578,NA,NA,NA,NA,116609,NA,NA,NA,117027,NA,NA,1652,NA,NA,NA,NA,NA,NA,NA,NA,2623,NA,4067,10957,NA,NA,NA,7649,4767,55763,NA,139010,NA,1335,NA,NA,NA,39136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5400,NA,NA,NA,NA,198490,NA,NA,NA,NA,NA,NA,114642,NA,NA,16507,NA,NA,NA,164852,NA,NA,NA,NA,NA,NA,NA,1662,1812,1789,7519,NA,NA,425,70014,NA,NA,NA,NA,NA,NA,4766,947,NA,NA,15228,131229,NA,NA,NA,NA,NA,NA,32793,19215,NA,NA,NA,NA,NA,6558,NA,NA,773,11994,NA,NA,321721,NA,NA,NA,NA,2243434,NA,59791,NA,4251008,NA,NA,NA,NA
"Japan",84088,NA,NA,3540,404228,56558,NA,1376926,2177,1455556,NA,21837183,2727255,16892,385573,530003,426984,49192,18706,5590281,49018,15098,90186,73730,7247,NA,5696518,73894,18399,8252,NA,89002,54395,17951438,NA,7749,6265,3321545,59606610,26146244,116685,NA,1166888,16678,200055,76899,19012,98251,276799,578334,275927,76309,2685605,18329,242684,NA,478061,NA,885794,108290,30753,27018,135025,NA,NA,1458,97894,2311183,5424786,242820,18738,6653,15418385,167950,30261,3461,34762460,149359,NA,1209595,102961,45309,208540,23857,8765,26627,22036,206364,857490,297698,4495710,19917049,NA,4316391,230785,4086104,1932764,9742896,139010,NA,184627,132841,201515,152159,466115,39636852,3387039,3817,NA,43501,16774,145074,1215575,167066,28804,60272,70164,24504345,12286,88561,151717,84475,5798136,88448,475280,51642,232752,53745,85032,7836393,NA,295163,3714050,62091,6747,421757,2543259,NA,2596890,46295,1509653,5878432,638393,173826,814613,9640072,693630,1036528,3123939,1318,152244,4450713,11681,18421,12922505,38257,10852,6970,25400143,177416,169153,1345,4570051,5115316,613916,4561,70374,2851,99207,43098,4087519,5727185,245846,39860179,9317,139915,13202,23386393,17229,89358,177364,1659877,15837,42738,20506419,164381,12654265,119012,455097,187127675,97525,929970,2636763,728973072,280841,41197,218395,244149
"Jordan",NA,NA,NA,NA,20974,NA,NA,39883,NA,NA,NA,43864,25652,NA,NA,NA,NA,NA,NA,81030,NA,NA,NA,NA,NA,NA,72092,15577,NA,NA,NA,NA,NA,11464,NA,NA,NA,NA,133263,7941,NA,NA,894,NA,NA,NA,NA,NA,NA,7338,NA,NA,20417,NA,NA,NA,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373,NA,NA,NA,NA,168838,NA,NA,NA,293853,NA,NA,28269,NA,NA,NA,NA,NA,NA,NA,NA,7319,NA,243125,92177,NA,16519,NA,14251,29171,229821,NA,184627,NA,NA,NA,NA,NA,138057,50702,NA,NA,NA,NA,NA,NA,28686,NA,NA,NA,104546,NA,NA,NA,NA,728,NA,7182,NA,NA,NA,NA,111043,NA,NA,24102,NA,NA,NA,4565,NA,11536,NA,34059,NA,NA,NA,383,12536,8635,9996,21285,NA,33264,25574,NA,NA,170301,NA,NA,NA,26744,2805,4468,NA,14270,53617,NA,NA,NA,NA,NA,NA,29069,43957,NA,NA,NA,NA,NA,70005,NA,NA,11851,145317,NA,NA,197810,NA,33494,NA,NA,331971,NA,NA,NA,3365049,NA,NA,NA,NA
"Kazakhstan",14623,NA,NA,NA,NA,NA,15751,3019,4654,NA,NA,4169,100564,40742,24935,NA,4088,NA,93993,48671,380,NA,NA,NA,NA,NA,21646,11297,857,NA,NA,NA,938,24356,NA,NA,NA,16439,511385,4193,NA,NA,4100,NA,NA,2456,5060,24937,13496,61416,NA,1049,6440,NA,NA,NA,2659,NA,10235,6032,NA,56454,NA,NA,NA,NA,NA,100442,NA,NA,NA,NA,173672,NA,NA,8498,574907,1076,NA,51284,NA,NA,9813,NA,NA,NA,NA,726,43280,7797,31595,4304,NA,130473,NA,10761,678557,285198,1335,132841,NA,NA,NA,920,1431,119567,NA,95730,NA,NA,40996,1786,NA,NA,86714,NA,NA,4092,NA,1518,NA,NA,22018,24432,4120,NA,NA,NA,NA,70975,NA,NA,2203,NA,NA,3750,4060,NA,8775,NA,7595,8343,NA,NA,14581,4919,84913,3644,1098,5408,57665,4246995,1233,NA,35269,NA,NA,NA,10541,24855,3973,NA,7816,25906,2868,NA,295645,NA,NA,NA,17450,41652,4522,10593,49378,NA,NA,33385,NA,NA,3698,266680,117225,NA,202283,290393,23471,NA,NA,305162,243501,998,4713,8125388,NA,3232,NA,NA
"Kenya",NA,NA,NA,NA,NA,NA,NA,26775,NA,NA,NA,15949,10971,NA,NA,NA,NA,NA,NA,90133,NA,NA,NA,NA,NA,NA,16397,NA,NA,NA,NA,NA,NA,27789,NA,NA,NA,427,82008,19626,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441,NA,NA,18808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34715,NA,NA,NA,NA,173333,NA,NA,NA,283616,NA,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA,1932,NA,132019,30391,NA,3603,NA,24037,39587,131258,NA,201515,NA,NA,NA,NA,NA,41035,1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27080,NA,NA,NA,NA,6777,NA,730,NA,NA,NA,NA,170000,NA,NA,2163,NA,NA,2642,11519,NA,25728,NA,149593,NA,NA,NA,NA,3040,6637,10578,2720,NA,3383,11927,NA,NA,27225,NA,NA,NA,45242,1133,1357,NA,197966,48492,NA,NA,NA,NA,NA,NA,39901,37329,NA,NA,NA,NA,NA,43528,NA,NA,1801,6134,NA,NA,577681,NA,10508,NA,NA,243060,NA,NA,NA,3063984,NA,NA,NA,NA
"Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52825,1520,NA,NA,NA,NA,NA,NA,6059,NA,NA,NA,NA,NA,NA,1184,NA,NA,NA,NA,NA,NA,3381,NA,NA,NA,4026,10579,3112,NA,NA,4749,NA,NA,NA,NA,NA,NA,546,NA,NA,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4860,NA,NA,NA,13629,NA,NA,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3400,8694,NA,NA,NA,631,NA,10370,NA,152159,NA,920,NA,NA,NA,36196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6174,NA,NA,NA,NA,1429,NA,NA,NA,NA,NA,NA,5790,NA,NA,8304,NA,NA,NA,2148,NA,NA,NA,NA,NA,NA,NA,NA,11591,485,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23096,NA,NA,NA,1126,8781,NA,NA,NA,NA,NA,NA,1914,630,NA,NA,NA,NA,NA,23175,NA,NA,NA,NA,NA,NA,13856,NA,NA,NA,NA,33569,NA,NA,NA,431070,NA,NA,NA,NA
"Korea D P Rp",NA,NA,NA,NA,8287,NA,NA,NA,NA,NA,NA,7692,13590,NA,NA,NA,NA,NA,NA,17588,NA,NA,NA,NA,NA,NA,86818,4073,NA,NA,NA,NA,NA,8849,NA,NA,NA,3943,573960,66290,NA,NA,5434,NA,NA,NA,NA,NA,NA,5715,NA,NA,3946,NA,NA,NA,17520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,NA,NA,NA,NA,26000,NA,NA,NA,87691,NA,NA,6925,NA,NA,NA,NA,NA,NA,NA,NA,1470,NA,79820,20949,NA,NA,NA,34864,NA,21052,NA,466115,NA,1431,NA,NA,NA,6459,NA,NA,NA,NA,NA,NA,NA,1350,NA,NA,NA,3164,NA,NA,NA,NA,174169,NA,NA,NA,NA,NA,NA,18205,NA,NA,NA,NA,NA,40733,938,NA,NA,NA,1978,NA,NA,NA,2860,2607,21028,439,NA,NA,5740,44855,NA,NA,45166,NA,NA,NA,40151,1051,1921,NA,4074,23453,NA,NA,NA,NA,NA,NA,9491,4690,NA,NA,NA,NA,NA,41994,NA,NA,1085,13029,NA,NA,20881,NA,NA,NA,NA,3332,NA,6680,NA,1967455,NA,NA,NA,NA
